"date","number_of_strikes","center_point_geom"
"2018-02-19","43","POINT(-97.3 34.4)"
"2018-02-19","33","POINT(-97.2 34.4)"
"2018-02-19","86","POINT(-97.1 34.4)"
"2018-02-19","85","POINT(-96.9 34.4)"
"2018-02-19","26","POINT(-96.8 34.4)"
"2018-02-19","34","POINT(-95.9 34.4)"
"2018-02-19","34","POINT(-98.1 34.5)"
"2018-02-19","35","POINT(-97.7 34.5)"
"2018-02-19","23","POINT(-97.1 34.1)"
"2018-02-19","26","POINT(-97 34.2)"
"2018-02-19","29","POINT(-97.7 34.2)"
"2018-02-19","41","POINT(-97.6 34.2)"
"2018-02-19","56","POINT(-97.5 34.2)"
"2018-02-19","117","POINT(-97.4 34.2)"
"2018-02-19","66","POINT(-97.3 34.2)"
"2018-02-19","34","POINT(-97.1 34.2)"
"2018-02-20","31","POINT(-94.1 36.9)"
"2018-02-20","81","POINT(-98 37.1)"
"2018-02-20","110","POINT(-98 36.9)"
"2018-02-20","39","POINT(-98.5 36.9)"
"2018-02-20","42","POINT(-98.4 36.9)"
"2018-02-20","46","POINT(-98.3 36.9)"
"2018-02-20","166","POINT(-98.2 36.9)"
"2018-02-20","259","POINT(-98.1 36.9)"
"2018-02-20","65","POINT(-97.9 36.9)"
"2018-02-20","56","POINT(-97.8 36.9)"
"2018-02-20","81","POINT(-97.7 36.9)"
"2018-02-20","43","POINT(-97.6 36.9)"
"2018-02-20","73","POINT(-97.5 36.9)"
"2018-02-20","84","POINT(-97.4 36.9)"
"2018-02-20","23","POINT(-97.3 36.9)"
"2018-02-20","51","POINT(-96.2 36.9)"
"2018-02-20","54","POINT(-96.1 36.9)"
"2018-02-20","31","POINT(-94.5 36.9)"
"2018-02-20","66","POINT(-94.4 36.9)"
"2018-02-20","39","POINT(-94.3 36.9)"
"2018-02-20","34","POINT(-94.2 36.7)"
"2018-02-20","36","POINT(-94.1 36.7)"
"2018-02-20","89","POINT(-98 36.8)"
"2018-02-20","39","POINT(-98.5 36.8)"
"2018-02-20","162","POINT(-98.4 36.8)"
"2018-02-20","249","POINT(-98.3 36.8)"
"2018-02-20","242","POINT(-98.2 36.8)"
"2018-02-20","95","POINT(-98.1 36.8)"
"2018-02-20","48","POINT(-97.9 36.8)"
"2018-02-20","50","POINT(-97.8 36.8)"
"2018-02-20","34","POINT(-97.7 36.8)"
"2018-02-20","49","POINT(-97.6 36.8)"
"2018-02-20","47","POINT(-97.5 36.8)"
"2018-02-20","25","POINT(-97.4 36.8)"
"2018-02-20","29","POINT(-97.1 36.8)"
"2018-02-20","49","POINT(-96.3 36.8)"
"2018-02-20","29","POINT(-96.2 36.8)"
"2018-02-20","23","POINT(-94.7 36.8)"
"2018-02-20","58","POINT(-94.5 36.8)"
"2018-02-20","28","POINT(-94.3 36.8)"
"2018-02-20","46","POINT(-94.8 36.6)"
"2018-02-20","57","POINT(-94.7 36.6)"
"2018-02-20","32","POINT(-94.5 36.6)"
"2018-02-20","45","POINT(-94.2 36.6)"
"2018-02-20","25","POINT(-100.3 36.6)"
"2018-02-20","44","POINT(-98 36.7)"
"2018-02-20","114","POINT(-98.6 36.7)"
"2018-02-20","203","POINT(-98.5 36.7)"
"2018-02-20","286","POINT(-98.4 36.7)"
"2018-02-20","290","POINT(-98.3 36.7)"
"2018-02-20","110","POINT(-98.2 36.7)"
"2018-02-20","34","POINT(-98.1 36.7)"
"2018-02-20","58","POINT(-97.9 36.7)"
"2018-02-20","37","POINT(-97.8 36.7)"
"2018-02-20","46","POINT(-97.7 36.7)"
"2018-02-20","79","POINT(-97.6 36.7)"
"2018-02-20","26","POINT(-97.2 36.7)"
"2018-02-20","183","POINT(-96.4 36.7)"
"2018-02-20","61","POINT(-96.3 36.7)"
"2018-02-20","26","POINT(-94.9 36.7)"
"2018-02-20","33","POINT(-94.7 36.7)"
"2018-02-20","63","POINT(-94.6 36.7)"
"2018-02-20","39","POINT(-94.5 36.7)"
"2018-02-20","67","POINT(-95.1 36.5)"
"2018-02-20","52","POINT(-94.9 36.5)"
"2018-02-20","36","POINT(-94.8 36.5)"
"2018-02-20","32","POINT(-94.4 36.5)"
"2018-02-20","57","POINT(-94.3 36.5)"
"2018-02-20","38","POINT(-98 36.6)"
"2018-02-20","48","POINT(-95 36.6)"
"2018-02-20","26","POINT(-98.8 36.6)"
"2018-02-20","169","POINT(-98.7 36.6)"
"2018-02-20","219","POINT(-98.6 36.6)"
"2018-02-20","284","POINT(-98.5 36.6)"
"2018-02-20","209","POINT(-98.4 36.6)"
"2018-02-20","38","POINT(-98.3 36.6)"
"2018-02-20","47","POINT(-98.2 36.6)"
"2018-02-20","23","POINT(-98.1 36.6)"
"2018-02-20","45","POINT(-97.9 36.6)"
"2018-02-20","42","POINT(-97.8 36.6)"
"2018-02-20","44","POINT(-97.7 36.6)"
"2018-02-20","67","POINT(-96.7 36.6)"
"2018-02-20","47","POINT(-96.6 36.6)"
"2018-02-20","118","POINT(-96.5 36.6)"
"2018-02-20","44","POINT(-94.9 36.6)"
"2018-02-20","81","POINT(-96.9 36.5)"
"2018-02-20","49","POINT(-96.8 36.5)"
"2018-02-20","52","POINT(-96.7 36.5)"
"2018-02-20","117","POINT(-96.6 36.5)"
"2018-02-20","83","POINT(-96.5 36.5)"
"2018-02-20","51","POINT(-95.1 36.4)"
"2018-02-20","44","POINT(-94.9 36.4)"
"2018-02-20","36","POINT(-94.5 36.4)"
"2018-02-20","64","POINT(-94.4 36.4)"
"2018-02-20","38","POINT(-94.3 36.4)"
"2018-02-20","29","POINT(-99 36.5)"
"2018-02-20","62","POINT(-98 36.5)"
"2018-02-20","45","POINT(-95 36.5)"
"2018-02-20","33","POINT(-98.9 36.5)"
"2018-02-20","109","POINT(-98.8 36.5)"
"2018-02-20","354","POINT(-98.7 36.5)"
"2018-02-20","264","POINT(-98.6 36.5)"
"2018-02-20","250","POINT(-98.5 36.5)"
"2018-02-20","61","POINT(-98.4 36.5)"
"2018-02-20","42","POINT(-98.3 36.5)"
"2018-02-20","40","POINT(-98.1 36.5)"
"2018-02-20","86","POINT(-97.9 36.5)"
"2018-02-20","95","POINT(-97.8 36.5)"
"2018-02-20","113","POINT(-96.8 36.3)"
"2018-02-20","23","POINT(-96.7 36.3)"
"2018-02-20","47","POINT(-95.2 36.3)"
"2018-02-20","60","POINT(-95.1 36.3)"
"2018-02-20","28","POINT(-94.8 36.3)"
"2018-02-20","61","POINT(-94.6 36.3)"
"2018-02-20","43","POINT(-94.5 36.3)"
"2018-02-20","45","POINT(-94.4 36.3)"
"2018-02-20","46","POINT(-99 36.4)"
"2018-02-20","91","POINT(-98 36.4)"
"2018-02-20","82","POINT(-97 36.4)"
"2018-02-20","59","POINT(-95 36.4)"
"2018-02-20","34","POINT(-99.2 36.4)"
"2018-02-20","55","POINT(-99.1 36.4)"
"2018-02-20","152","POINT(-98.9 36.4)"
"2018-02-20","230","POINT(-98.8 36.4)"
"2018-02-20","316","POINT(-98.7 36.4)"
"2018-02-20","188","POINT(-98.6 36.4)"
"2018-02-20","86","POINT(-98.5 36.4)"
"2018-02-20","37","POINT(-98.4 36.4)"
"2018-02-20","75","POINT(-98.1 36.4)"
"2018-02-20","150","POINT(-97.9 36.4)"
"2018-02-20","23","POINT(-97.8 36.4)"
"2018-02-20","64","POINT(-97.1 36.4)"
"2018-02-20","51","POINT(-96.9 36.4)"
"2018-02-20","43","POINT(-96.8 36.4)"
"2018-02-20","122","POINT(-96.7 36.4)"
"2018-02-20","66","POINT(-96.6 36.4)"
"2018-02-20","50","POINT(-97.4 36.2)"
"2018-02-20","43","POINT(-97.3 36.2)"
"2018-02-20","37","POINT(-97.2 36.2)"
"2018-02-20","94","POINT(-96.9 36.2)"
"2018-02-20","28","POINT(-95.3 36.2)"
"2018-02-20","55","POINT(-95.2 36.2)"
"2018-02-20","42","POINT(-94.9 36.2)"
"2018-02-20","35","POINT(-94.8 36.2)"
"2018-02-20","57","POINT(-94.7 36.2)"
"2018-02-20","82","POINT(-94.6 36.2)"
"2018-02-20","104","POINT(-99 36.3)"
"2018-02-20","99","POINT(-98 36.3)"
"2018-02-20","38","POINT(-95 36.3)"
"2018-02-20","43","POINT(-99.2 36.3)"
"2018-02-20","36","POINT(-99.1 36.3)"
"2018-02-20","150","POINT(-98.9 36.3)"
"2018-02-20","179","POINT(-98.8 36.3)"
"2018-02-20","114","POINT(-98.7 36.3)"
"2018-02-20","59","POINT(-98.6 36.3)"
"2018-02-20","48","POINT(-98.5 36.3)"
"2018-02-20","48","POINT(-98.4 36.3)"
"2018-02-20","36","POINT(-98.2 36.3)"
"2018-02-20","73","POINT(-98.1 36.3)"
"2018-02-20","67","POINT(-97.9 36.3)"
"2018-02-20","61","POINT(-97.2 36.3)"
"2018-02-20","124","POINT(-97.1 36.3)"
"2018-02-20","35","POINT(-96.9 36.3)"
"2018-02-20","25","POINT(-98.5 36.1)"
"2018-02-20","34","POINT(-98.4 36.1)"
"2018-02-20","65","POINT(-98.2 36.1)"
"2018-02-20","51","POINT(-97.7 36.1)"
"2018-02-20","25","POINT(-97.5 36.1)"
"2018-02-20","68","POINT(-97.4 36.1)"
"2018-02-20","28","POINT(-97.3 36.1)"
"2018-02-20","99","POINT(-97.1 36.1)"
"2018-02-20","29","POINT(-96.9 36.1)"
"2018-02-20","25","POINT(-95.3 36.1)"
"2018-02-20","59","POINT(-94.9 36.1)"
"2018-02-20","23","POINT(-94.8 36.1)"
"2018-02-20","101","POINT(-94.7 36.1)"
"2018-02-20","38","POINT(-94.6 36.1)"
"2018-02-20","92","POINT(-99 36.2)"
"2018-02-20","53","POINT(-98 36.2)"
"2018-02-20","61","POINT(-97 36.2)"
"2018-02-20","28","POINT(-99.5 36.2)"
"2018-02-20","81","POINT(-99.4 36.2)"
"2018-02-20","47","POINT(-99.3 36.2)"
"2018-02-20","67","POINT(-99.2 36.2)"
"2018-02-20","102","POINT(-99.1 36.2)"
"2018-02-20","125","POINT(-98.9 36.2)"
"2018-02-20","44","POINT(-98.8 36.2)"
"2018-02-20","26","POINT(-98.7 36.2)"
"2018-02-20","42","POINT(-98.3 36.2)"
"2018-02-20","38","POINT(-98.2 36.2)"
"2018-02-20","80","POINT(-98.1 36.2)"
"2018-02-20","37","POINT(-97.9 35.9)"
"2018-02-20","111","POINT(-97.8 35.9)"
"2018-02-20","83","POINT(-97.7 35.9)"
"2018-02-20","49","POINT(-97.5 35.9)"
"2018-02-20","62","POINT(-97.4 35.9)"
"2018-02-20","112","POINT(-97.3 35.9)"
"2018-02-20","32","POINT(-97.2 35.9)"
"2018-02-20","54","POINT(-95.2 35.9)"
"2018-02-20","34","POINT(-95.1 35.9)"
"2018-02-20","28","POINT(-94.6 35.9)"
"2018-02-20","35","POINT(-93.9 35.9)"
"2018-02-20","43","POINT(-93.8 35.9)"
"2018-02-20","61","POINT(-93.7 35.9)"
"2018-02-20","28","POINT(-99 36.1)"
"2018-02-20","122","POINT(-97 36.1)"
"2018-02-20","48","POINT(-95 36.1)"
"2018-02-20","33","POINT(-99.6 36.1)"
"2018-02-20","107","POINT(-99.5 36.1)"
"2018-02-20","57","POINT(-99.4 36.1)"
"2018-02-20","76","POINT(-99.2 36.1)"
"2018-02-20","71","POINT(-99.1 36.1)"
"2018-02-20","23","POINT(-98.3 35.9)"
"2018-02-20","28","POINT(-97.7 35.8)"
"2018-02-20","78","POINT(-97.5 35.8)"
"2018-02-20","157","POINT(-97.4 35.8)"
"2018-02-20","29","POINT(-97.3 35.8)"
"2018-02-20","41","POINT(-95.4 35.8)"
"2018-02-20","77","POINT(-95.3 35.8)"
"2018-02-20","39","POINT(-95.2 35.8)"
"2018-02-20","28","POINT(-93.9 35.8)"
"2018-02-20","42","POINT(-93.8 35.8)"
"2018-02-20","49","POINT(-99.7 35.9)"
"2018-02-20","58","POINT(-99.6 35.9)"
"2018-02-20","46","POINT(-99.4 35.9)"
"2018-02-20","107","POINT(-99.3 35.9)"
"2018-02-20","23","POINT(-95.7 35.7)"
"2018-02-20","71","POINT(-95.5 35.7)"
"2018-02-20","75","POINT(-95.4 35.7)"
"2018-02-20","44","POINT(-95.3 35.7)"
"2018-02-20","31","POINT(-95.2 35.7)"
"2018-02-20","25","POINT(-95.1 35.7)"
"2018-02-20","31","POINT(-94.9 35.7)"
"2018-02-20","39","POINT(-94.1 35.7)"
"2018-02-20","31","POINT(-93.9 35.7)"
"2018-02-20","35","POINT(-92.9 35.7)"
"2018-02-20","28","POINT(-92.8 35.7)"
"2018-02-20","39","POINT(-98 35.8)"
"2018-02-20","34","POINT(-94 35.8)"
"2018-02-20","60","POINT(-99.8 35.8)"
"2018-02-20","41","POINT(-99.5 35.8)"
"2018-02-20","46","POINT(-99.4 35.8)"
"2018-02-20","130","POINT(-97.9 35.8)"
"2018-02-20","96","POINT(-97.8 35.8)"
"2018-02-20","33","POINT(-96.6 35.6)"
"2018-02-20","102","POINT(-95.6 35.6)"
"2018-02-20","75","POINT(-95.5 35.6)"
"2018-02-20","43","POINT(-95.4 35.6)"
"2018-02-20","39","POINT(-95.3 35.6)"
"2018-02-20","47","POINT(-95.2 35.6)"
"2018-02-20","31","POINT(-95.1 35.6)"
"2018-02-20","29","POINT(-94.8 35.6)"
"2018-02-20","26","POINT(-93.4 35.6)"
"2018-02-20","48","POINT(-92.9 35.6)"
"2018-02-20","26","POINT(-92.8 35.6)"
"2018-02-20","36","POINT(-92.7 35.6)"
"2018-02-20","124","POINT(-98 35.7)"
"2018-02-20","36","POINT(-99.6 35.7)"
"2018-02-20","39","POINT(-99.5 35.7)"
"2018-02-20","37","POINT(-98.1 35.7)"
"2018-02-20","104","POINT(-97.9 35.7)"
"2018-02-20","44","POINT(-97.8 35.7)"
"2018-02-20","25","POINT(-97.7 35.7)"
"2018-02-20","85","POINT(-97.6 35.7)"
"2018-02-20","115","POINT(-97.5 35.7)"
"2018-02-20","38","POINT(-96.8 35.5)"
"2018-02-20","40","POINT(-96.7 35.5)"
"2018-02-20","50","POINT(-95.8 35.5)"
"2018-02-20","177","POINT(-95.7 35.5)"
"2018-02-20","114","POINT(-95.6 35.5)"
"2018-02-20","63","POINT(-95.5 35.5)"
"2018-02-20","102","POINT(-95.4 35.5)"
"2018-02-20","45","POINT(-95.3 35.5)"
"2018-02-20","40","POINT(-95.2 35.5)"
"2018-02-20","33","POINT(-92.9 35.5)"
"2018-02-20","32","POINT(-92.8 35.5)"
"2018-02-20","78","POINT(-98 35.6)"
"2018-02-20","34","POINT(-97 35.6)"
"2018-02-20","26","POINT(-93 35.6)"
"2018-02-20","23","POINT(-98.5 35.6)"
"2018-02-20","28","POINT(-98.1 35.6)"
"2018-02-20","87","POINT(-97.9 35.6)"
"2018-02-20","46","POINT(-97.8 35.6)"
"2018-02-20","90","POINT(-97.7 35.6)"
"2018-02-20","166","POINT(-97.6 35.6)"
"2018-02-20","55","POINT(-97.5 35.6)"
"2018-02-20","28","POINT(-97.4 35.6)"
"2018-02-20","23","POINT(-97.2 35.6)"
"2018-02-20","35","POINT(-97.1 35.6)"
"2018-02-20","54","POINT(-96.9 35.6)"
"2018-02-20","33","POINT(-96.7 35.6)"
"2018-02-20","41","POINT(-98.6 35.5)"
"2018-02-20","44","POINT(-98.5 35.5)"
"2018-02-20","67","POINT(-98.4 35.5)"
"2018-02-20","39","POINT(-98.3 35.5)"
"2018-02-20","63","POINT(-97.9 35.5)"
"2018-02-20","89","POINT(-97.8 35.5)"
"2018-02-20","152","POINT(-97.7 35.5)"
"2018-02-20","52","POINT(-97.6 35.5)"
"2018-02-20","70","POINT(-97.5 35.5)"
"2018-02-20","33","POINT(-97.4 35.5)"
"2018-02-20","74","POINT(-97.2 35.5)"
"2018-02-20","54","POINT(-97.1 35.5)"
"2018-02-20","73","POINT(-96.9 35.5)"
"2018-02-20","23","POINT(-93 42.6)"
"2018-02-20","68","POINT(-96.9 35.4)"
"2018-02-20","186","POINT(-95.9 35.4)"
"2018-02-20","294","POINT(-95.8 35.4)"
"2018-02-20","124","POINT(-95.7 35.4)"
"2018-02-20","86","POINT(-95.6 35.4)"
"2018-02-20","134","POINT(-95.5 35.4)"
"2018-02-20","76","POINT(-95.4 35.4)"
"2018-02-20","39","POINT(-93.1 35.4)"
"2018-02-20","51","POINT(-92.9 35.4)"
"2018-02-20","56","POINT(-92.8 35.4)"
"2018-02-20","23","POINT(-91.3 42.3)"
"2018-02-20","210","POINT(-97.9 35.3)"
"2018-02-20","124","POINT(-97.8 35.3)"
"2018-02-20","115","POINT(-97.7 35.3)"
"2018-02-20","105","POINT(-97.4 35.3)"
"2018-02-20","83","POINT(-97.3 35.3)"
"2018-02-20","39","POINT(-97.2 35.3)"
"2018-02-20","44","POINT(-97.1 35.3)"
"2018-02-20","36","POINT(-96.9 35.3)"
"2018-02-20","54","POINT(-96.8 35.3)"
"2018-02-20","194","POINT(-95.9 35.3)"
"2018-02-20","67","POINT(-95.8 35.3)"
"2018-02-20","85","POINT(-95.7 35.3)"
"2018-02-20","46","POINT(-95.6 35.3)"
"2018-02-20","53","POINT(-95.5 35.3)"
"2018-02-20","50","POINT(-92.9 35.3)"
"2018-02-20","35","POINT(-98 35.4)"
"2018-02-20","60","POINT(-97 35.4)"
"2018-02-20","28","POINT(-96 35.4)"
"2018-02-20","37","POINT(-98.6 35.4)"
"2018-02-20","66","POINT(-98.5 35.4)"
"2018-02-20","29","POINT(-98.4 35.4)"
"2018-02-20","146","POINT(-97.9 35.4)"
"2018-02-20","170","POINT(-97.8 35.4)"
"2018-02-20","114","POINT(-97.7 35.4)"
"2018-02-20","61","POINT(-97.6 35.4)"
"2018-02-20","114","POINT(-97.3 35.4)"
"2018-02-20","121","POINT(-97.2 35.4)"
"2018-02-20","39","POINT(-98.8 35.2)"
"2018-02-20","31","POINT(-98.7 35.2)"
"2018-02-20","23","POINT(-98.6 35.2)"
"2018-02-20","190","POINT(-97.9 35.2)"
"2018-02-20","45","POINT(-97.8 35.2)"
"2018-02-20","23","POINT(-97.6 35.2)"
"2018-02-20","57","POINT(-97.5 35.2)"
"2018-02-20","86","POINT(-97.4 35.2)"
"2018-02-20","94","POINT(-97.3 35.2)"
"2018-02-20","46","POINT(-97.2 35.2)"
"2018-02-20","89","POINT(-97.1 35.2)"
"2018-02-20","67","POINT(-96.2 35.2)"
"2018-02-20","161","POINT(-96.1 35.2)"
"2018-02-20","68","POINT(-95.9 35.2)"
"2018-02-20","116","POINT(-95.8 35.2)"
"2018-02-20","111","POINT(-95.7 35.2)"
"2018-02-20","58","POINT(-95.6 35.2)"
"2018-02-20","33","POINT(-95.5 35.2)"
"2018-02-20","50","POINT(-95.4 35.2)"
"2018-02-20","26","POINT(-95.2 35.2)"
"2018-02-20","32","POINT(-93.3 35.2)"
"2018-02-20","26","POINT(-92.9 35.2)"
"2018-02-20","51","POINT(-98 35.3)"
"2018-02-20","63","POINT(-97 35.3)"
"2018-02-20","165","POINT(-96 35.3)"
"2018-02-20","26","POINT(-98.7 35.3)"
"2018-02-20","61","POINT(-98.6 35.3)"
"2018-02-20","47","POINT(-98.5 35.3)"
"2018-02-20","154","POINT(-98 35.1)"
"2018-02-20","25","POINT(-97 35.1)"
"2018-02-20","145","POINT(-96 35.1)"
"2018-02-20","52","POINT(-98.9 35.1)"
"2018-02-20","31","POINT(-98.8 35.1)"
"2018-02-20","28","POINT(-98.2 35.1)"
"2018-02-20","45","POINT(-98.1 35.1)"
"2018-02-20","64","POINT(-97.9 35.1)"
"2018-02-20","25","POINT(-97.7 35.1)"
"2018-02-20","87","POINT(-97.6 35.1)"
"2018-02-20","81","POINT(-97.5 35.1)"
"2018-02-20","92","POINT(-97.4 35.1)"
"2018-02-20","23","POINT(-97.3 35.1)"
"2018-02-20","39","POINT(-97.2 35.1)"
"2018-02-20","62","POINT(-97.1 35.1)"
"2018-02-20","52","POINT(-96.3 35.1)"
"2018-02-20","200","POINT(-96.2 35.1)"
"2018-02-20","153","POINT(-96.1 35.1)"
"2018-02-20","83","POINT(-95.9 35.1)"
"2018-02-20","116","POINT(-95.8 35.1)"
"2018-02-20","70","POINT(-95.7 35.1)"
"2018-02-20","38","POINT(-95.6 35.1)"
"2018-02-20","31","POINT(-95.5 35.1)"
"2018-02-20","47","POINT(-95.3 35.1)"
"2018-02-20","31","POINT(-95.2 35.1)"
"2018-02-20","23","POINT(-93.2 35.1)"
"2018-02-20","56","POINT(-93.1 35.1)"
"2018-02-20","96","POINT(-98 35.2)"
"2018-02-20","44","POINT(-97 35.2)"
"2018-02-20","211","POINT(-96 35.2)"
"2018-02-20","36","POINT(-93 35.2)"
"2018-02-20","161","POINT(-96.3 34.8)"
"2018-02-20","257","POINT(-96.2 34.8)"
"2018-02-20","138","POINT(-96.1 34.8)"
"2018-02-20","61","POINT(-95.9 34.8)"
"2018-02-20","40","POINT(-95.6 34.8)"
"2018-02-20","103","POINT(-95.5 34.8)"
"2018-02-20","66","POINT(-95.4 34.8)"
"2018-02-20","25","POINT(-93.3 34.8)"
"2018-02-20","128","POINT(-96 34.9)"
"2018-02-20","149","POINT(-97.9 34.9)"
"2018-02-20","150","POINT(-97.8 34.9)"
"2018-02-20","69","POINT(-97.7 34.9)"
"2018-02-20","132","POINT(-97.6 34.9)"
"2018-02-20","28","POINT(-97.5 34.9)"
"2018-02-20","54","POINT(-97.3 34.9)"
"2018-02-20","23","POINT(-96.9 34.9)"
"2018-02-20","33","POINT(-96.5 34.9)"
"2018-02-20","86","POINT(-96.4 34.9)"
"2018-02-20","130","POINT(-96.3 34.9)"
"2018-02-20","238","POINT(-96.2 34.9)"
"2018-02-20","143","POINT(-96.1 34.9)"
"2018-02-20","89","POINT(-95.9 34.9)"
"2018-02-20","26","POINT(-95.7 34.9)"
"2018-02-20","66","POINT(-95.5 34.9)"
"2018-02-20","45","POINT(-95.4 34.9)"
"2018-02-20","107","POINT(-96.5 34.8)"
"2018-02-20","64","POINT(-96.4 34.8)"
"2018-02-20","26","POINT(-94.5 42.1)"
"2018-02-20","25","POINT(-91.7 41.8)"
"2018-02-20","77","POINT(-97.9 34.8)"
"2018-02-20","118","POINT(-97.8 34.8)"
"2018-02-20","98","POINT(-97.7 34.8)"
"2018-02-20","73","POINT(-97.6 34.8)"
"2018-02-20","38","POINT(-97.4 34.8)"
"2018-02-20","29","POINT(-92.1 41.7)"
"2018-02-20","26","POINT(-91.9 41.7)"
"2018-02-20","23","POINT(-91.8 41.7)"
"2018-02-20","26","POINT(-91.2 41.7)"
"2018-02-20","23","POINT(-94.1 34.6)"
"2018-02-20","25","POINT(-93.6 34.6)"
"2018-02-20","55","POINT(-98 34.7)"
"2018-02-20","35","POINT(-96 34.7)"
"2018-02-20","124","POINT(-97.9 34.7)"
"2018-02-20","75","POINT(-97.8 34.7)"
"2018-02-20","82","POINT(-97.7 34.7)"
"2018-02-20","55","POINT(-97.6 34.7)"
"2018-02-20","44","POINT(-97.5 34.7)"
"2018-02-20","34","POINT(-96.7 34.7)"
"2018-02-20","119","POINT(-96.6 34.7)"
"2018-02-20","54","POINT(-96.5 34.7)"
"2018-02-20","162","POINT(-96.4 34.7)"
"2018-02-20","300","POINT(-96.3 34.7)"
"2018-02-20","156","POINT(-96.2 34.7)"
"2018-02-20","54","POINT(-96.1 34.7)"
"2018-02-20","28","POINT(-95.7 34.7)"
"2018-02-20","92","POINT(-95.6 34.7)"
"2018-02-20","90","POINT(-95.5 34.7)"
"2018-02-20","28","POINT(-93.7 34.7)"
"2018-02-20","26","POINT(-93.6 34.7)"
"2018-02-20","34","POINT(-93.5 34.7)"
"2018-02-20","36","POINT(-98 34.8)"
"2018-02-20","103","POINT(-96 34.8)"
"2018-02-20","34","POINT(-96.3 34.5)"
"2018-02-20","32","POINT(-96.2 34.5)"
"2018-02-20","25","POINT(-96.1 34.5)"
"2018-02-20","26","POINT(-95.7 34.5)"
"2018-02-20","44","POINT(-95.5 34.5)"
"2018-02-20","26","POINT(-95.4 34.5)"
"2018-02-20","105","POINT(-98 34.6)"
"2018-02-20","37","POINT(-96 34.6)"
"2018-02-20","57","POINT(-98.1 34.6)"
"2018-02-20","36","POINT(-97.9 34.6)"
"2018-02-20","26","POINT(-97.8 34.6)"
"2018-02-20","81","POINT(-97.6 34.6)"
"2018-02-20","43","POINT(-97.5 34.6)"
"2018-02-20","28","POINT(-97.3 34.6)"
"2018-02-20","25","POINT(-96.9 34.6)"
"2018-02-20","89","POINT(-96.7 34.6)"
"2018-02-20","86","POINT(-96.6 34.6)"
"2018-02-20","133","POINT(-96.5 34.6)"
"2018-02-20","395","POINT(-96.4 34.6)"
"2018-02-20","145","POINT(-96.3 34.6)"
"2018-02-20","53","POINT(-96.2 34.6)"
"2018-02-20","84","POINT(-95.7 34.6)"
"2018-02-20","43","POINT(-95.6 34.6)"
"2018-02-20","42","POINT(-95.5 34.6)"
"2018-02-20","33","POINT(-95.4 34.6)"
"2018-02-20","46","POINT(-97.7 34.4)"
"2018-02-20","35","POINT(-97.6 34.4)"
"2018-02-20","51","POINT(-97.5 34.4)"
"2018-02-20","66","POINT(-97.4 34.4)"
"2018-02-20","40","POINT(-96.9 34.4)"
"2018-02-20","151","POINT(-96.8 34.4)"
"2018-02-20","182","POINT(-96.7 34.4)"
"2018-02-20","283","POINT(-96.6 34.4)"
"2018-02-20","78","POINT(-96.5 34.4)"
"2018-02-20","42","POINT(-96.3 34.4)"
"2018-02-20","36","POINT(-96.1 34.4)"
"2018-02-20","47","POINT(-95.9 34.4)"
"2018-02-20","29","POINT(-95.8 34.4)"
"2018-02-20","38","POINT(-95.6 34.4)"
"2018-02-20","25","POINT(-95.1 34.4)"
"2018-02-20","31","POINT(-93.8 34.4)"
"2018-02-20","64","POINT(-98 34.5)"
"2018-02-20","28","POINT(-98.3 34.5)"
"2018-02-20","70","POINT(-98.2 34.5)"
"2018-02-20","124","POINT(-98.1 34.5)"
"2018-02-20","23","POINT(-97.8 34.5)"
"2018-02-20","43","POINT(-97.7 34.5)"
"2018-02-20","43","POINT(-97.6 34.5)"
"2018-02-20","34","POINT(-97.5 34.5)"
"2018-02-20","34","POINT(-97.1 34.5)"
"2018-02-20","38","POINT(-96.9 34.5)"
"2018-02-20","57","POINT(-96.8 34.5)"
"2018-02-20","100","POINT(-96.7 34.5)"
"2018-02-20","228","POINT(-96.6 34.5)"
"2018-02-20","295","POINT(-96.5 34.5)"
"2018-02-20","123","POINT(-96.4 34.5)"
"2018-02-20","99","POINT(-98.3 34.3)"
"2018-02-20","33","POINT(-98.2 34.3)"
"2018-02-20","39","POINT(-97.8 34.3)"
"2018-02-20","45","POINT(-97.7 34.3)"
"2018-02-20","71","POINT(-97.6 34.3)"
"2018-02-20","28","POINT(-97.5 34.3)"
"2018-02-20","46","POINT(-97.1 34.3)"
"2018-02-20","133","POINT(-96.9 34.3)"
"2018-02-20","225","POINT(-96.8 34.3)"
"2018-02-20","190","POINT(-96.7 34.3)"
"2018-02-20","75","POINT(-96.6 34.3)"
"2018-02-20","31","POINT(-96.3 34.3)"
"2018-02-20","54","POINT(-96.2 34.3)"
"2018-02-20","23","POINT(-95.7 34.3)"
"2018-02-20","25","POINT(-95.6 34.3)"
"2018-02-20","35","POINT(-95.2 34.3)"
"2018-02-20","41","POINT(-94.6 34.3)"
"2018-02-20","37","POINT(-94.5 34.3)"
"2018-02-20","35","POINT(-94.2 34.3)"
"2018-02-20","35","POINT(-94.1 34.3)"
"2018-02-20","33","POINT(-93.9 34.3)"
"2018-02-20","39","POINT(-93.8 34.3)"
"2018-02-20","44","POINT(-93.7 34.3)"
"2018-02-20","34","POINT(-97 34.4)"
"2018-02-20","31","POINT(-94 34.4)"
"2018-02-20","25","POINT(-98.4 34.4)"
"2018-02-20","64","POINT(-98.3 34.4)"
