"date","number_of_strikes","center_point_geom"
"2018-02-25","249","POINT(-94.9 30.5)"
"2018-02-25","114","POINT(-94.8 30.5)"
"2018-02-25","106","POINT(-94.7 30.5)"
"2018-02-25","74","POINT(-94.6 30.5)"
"2018-02-25","49","POINT(-94.5 30.5)"
"2018-02-25","48","POINT(-94.4 30.5)"
"2018-02-25","26","POINT(-93.9 30.5)"
"2018-02-25","82","POINT(-96 30.6)"
"2018-02-25","45","POINT(-95 30.6)"
"2018-02-25","66","POINT(-94.5 30.8)"
"2018-02-25","155","POINT(-94.4 30.8)"
"2018-02-25","116","POINT(-94.3 30.8)"
"2018-02-25","155","POINT(-94.2 30.8)"
"2018-02-25","98","POINT(-94.1 30.8)"
"2018-02-25","66","POINT(-93.9 30.8)"
"2018-02-25","35","POINT(-97.7 30.6)"
"2018-02-25","36","POINT(-97.6 30.6)"
"2018-02-25","32","POINT(-97.5 30.6)"
"2018-02-25","25","POINT(-97.2 30.6)"
"2018-02-25","167","POINT(-96.7 30.6)"
"2018-02-25","60","POINT(-96.6 30.6)"
"2018-02-25","40","POINT(-96.5 30.6)"
"2018-02-25","86","POINT(-96.4 30.6)"
"2018-02-25","149","POINT(-96.3 30.6)"
"2018-02-25","185","POINT(-96.2 30.6)"
"2018-02-25","169","POINT(-96.1 30.6)"
"2018-02-25","128","POINT(-95.9 30.6)"
"2018-02-25","90","POINT(-95.8 30.6)"
"2018-02-25","134","POINT(-95.7 30.6)"
"2018-02-25","219","POINT(-95.6 30.6)"
"2018-02-25","112","POINT(-95.5 30.6)"
"2018-02-25","60","POINT(-95.4 30.6)"
"2018-02-25","75","POINT(-95.3 30.6)"
"2018-02-25","40","POINT(-95.2 30.6)"
"2018-02-25","32","POINT(-95.1 30.6)"
"2018-02-25","151","POINT(-94.9 30.6)"
"2018-02-25","187","POINT(-94.8 30.6)"
"2018-02-25","130","POINT(-94.7 30.6)"
"2018-02-25","118","POINT(-94.6 30.6)"
"2018-02-25","88","POINT(-94.5 30.6)"
"2018-02-25","68","POINT(-94.4 30.6)"
"2018-02-25","34","POINT(-94.3 30.6)"
"2018-02-25","35","POINT(-94.2 30.6)"
"2018-02-25","36","POINT(-97 30.7)"
"2018-02-25","86","POINT(-96 30.7)"
"2018-02-25","79","POINT(-94 30.7)"
"2018-02-25","32","POINT(-97.8 30.7)"
"2018-02-25","74","POINT(-97.7 30.7)"
"2018-02-25","55","POINT(-97.6 30.7)"
"2018-02-25","26","POINT(-97.5 30.7)"
"2018-02-25","28","POINT(-97.4 30.7)"
"2018-02-25","50","POINT(-96.9 30.7)"
"2018-02-25","45","POINT(-96.7 30.7)"
"2018-02-25","66","POINT(-95 31.1)"
"2018-02-25","91","POINT(-94 31.1)"
"2018-02-25","49","POINT(-96.8 31.1)"
"2018-02-25","36","POINT(-95.9 30.7)"
"2018-02-25","53","POINT(-95.8 30.7)"
"2018-02-25","75","POINT(-95.7 30.7)"
"2018-02-25","89","POINT(-95.6 30.7)"
"2018-02-25","109","POINT(-95.5 30.7)"
"2018-02-25","64","POINT(-95.4 30.7)"
"2018-02-25","59","POINT(-95.3 30.7)"
"2018-02-25","62","POINT(-95.2 30.7)"
"2018-02-25","39","POINT(-95.1 30.7)"
"2018-02-25","47","POINT(-94.9 30.7)"
"2018-02-25","132","POINT(-94.8 30.7)"
"2018-02-25","111","POINT(-94.7 30.7)"
"2018-02-25","106","POINT(-94.6 30.7)"
"2018-02-25","114","POINT(-94.5 30.7)"
"2018-02-25","112","POINT(-94.4 30.7)"
"2018-02-25","101","POINT(-94.3 30.7)"
"2018-02-25","164","POINT(-94.2 30.7)"
"2018-02-25","146","POINT(-94.1 30.7)"
"2018-02-25","29","POINT(-93.8 30.7)"
"2018-02-25","125","POINT(-96 30.8)"
"2018-02-25","80","POINT(-95 30.8)"
"2018-02-25","49","POINT(-94 30.8)"
"2018-02-25","32","POINT(-97.6 30.8)"
"2018-02-25","48","POINT(-97.5 30.8)"
"2018-02-25","48","POINT(-97.4 30.8)"
"2018-02-25","29","POINT(-97.3 30.8)"
"2018-02-25","41","POINT(-96.8 30.8)"
"2018-02-25","43","POINT(-96.7 30.8)"
"2018-02-25","51","POINT(-96.5 30.8)"
"2018-02-25","146","POINT(-96.4 30.8)"
"2018-02-25","148","POINT(-96.3 30.8)"
"2018-02-25","117","POINT(-96.2 30.8)"
"2018-02-25","139","POINT(-96.1 30.8)"
"2018-02-25","73","POINT(-95.6 30.8)"
"2018-02-25","75","POINT(-95.5 30.8)"
"2018-02-25","36","POINT(-95.4 30.8)"
"2018-02-25","83","POINT(-95.3 30.8)"
"2018-02-25","93","POINT(-95.2 30.8)"
"2018-02-25","103","POINT(-95.1 30.8)"
"2018-02-25","43","POINT(-94.8 30.8)"
"2018-02-25","50","POINT(-94.7 30.8)"
"2018-02-25","77","POINT(-94.6 30.8)"
"2018-02-25","42","POINT(-93.9 31.1)"
"2018-02-25","48","POINT(-93.7 31.1)"
"2018-02-25","50","POINT(-93.6 31.1)"
"2018-02-25","26","POINT(-93.4 31.1)"
"2018-02-25","25","POINT(-97 30.9)"
"2018-02-25","166","POINT(-96 30.9)"
"2018-02-25","121","POINT(-95 30.9)"
"2018-02-25","53","POINT(-94 30.9)"
"2018-02-25","43","POINT(-97.4 30.9)"
"2018-02-25","57","POINT(-97.3 30.9)"
"2018-02-25","43","POINT(-97.2 30.9)"
"2018-02-25","32","POINT(-97.1 30.9)"
"2018-02-25","44","POINT(-96.7 30.9)"
"2018-02-25","50","POINT(-96.6 30.9)"
"2018-02-25","73","POINT(-96.3 30.9)"
"2018-02-25","92","POINT(-96.2 30.9)"
"2018-02-25","224","POINT(-96.1 30.9)"
"2018-02-25","130","POINT(-95.9 30.9)"
"2018-02-25","38","POINT(-95.7 30.9)"
"2018-02-25","26","POINT(-95.6 30.9)"
"2018-02-25","98","POINT(-95.5 30.9)"
"2018-02-25","54","POINT(-95.4 30.9)"
"2018-02-25","55","POINT(-95.3 30.9)"
"2018-02-25","55","POINT(-95.2 30.9)"
"2018-02-25","61","POINT(-95.1 30.9)"
"2018-02-25","76","POINT(-94.6 30.9)"
"2018-02-25","134","POINT(-94.5 30.9)"
"2018-02-25","61","POINT(-94.4 30.9)"
"2018-02-25","56","POINT(-94.3 30.9)"
"2018-02-25","107","POINT(-94.2 30.9)"
"2018-02-25","82","POINT(-94.1 30.9)"
"2018-02-25","62","POINT(-93.9 30.9)"
"2018-02-25","50","POINT(-96 31.1)"
"2018-02-25","29","POINT(-94.6 31.2)"
"2018-02-25","23","POINT(-94.4 31.2)"
"2018-02-25","34","POINT(-94.3 31.2)"
"2018-02-25","33","POINT(-94.2 31.2)"
"2018-02-25","41","POINT(-94.1 31.2)"
"2018-02-25","54","POINT(-93.9 31.2)"
"2018-02-25","35","POINT(-93.6 31.2)"
"2018-02-25","33","POINT(-93.5 31.2)"
"2018-02-25","28","POINT(-93.2 31.2)"
"2018-02-25","36","POINT(-94 31.3)"
"2018-02-25","28","POINT(-97.1 31.3)"
"2018-02-25","25","POINT(-96.9 31.3)"
"2018-02-25","36","POINT(-96.4 31.3)"
"2018-02-25","42","POINT(-96.3 31.3)"
"2018-02-25","56","POINT(-96.2 31.3)"
"2018-02-25","41","POINT(-96.1 31.3)"
"2018-02-25","37","POINT(-95.9 31.3)"
"2018-02-25","79","POINT(-95.8 31.3)"
"2018-02-25","40","POINT(-96.7 31.1)"
"2018-02-25","38","POINT(-96.6 31.1)"
"2018-02-25","64","POINT(-96.1 31.1)"
"2018-02-25","38","POINT(-95.8 31.1)"
"2018-02-25","158","POINT(-95.7 31.1)"
"2018-02-25","183","POINT(-95.6 31.1)"
"2018-02-25","40","POINT(-95.5 31.1)"
"2018-02-25","56","POINT(-95.1 31.1)"
"2018-02-25","44","POINT(-94.9 31.1)"
"2018-02-25","50","POINT(-94.4 31.1)"
"2018-02-25","54","POINT(-94.3 31.1)"
"2018-02-25","40","POINT(-94.2 31.1)"
"2018-02-25","55","POINT(-94.1 31.1)"
"2018-02-25","34","POINT(-96 31.4)"
"2018-02-25","25","POINT(-96.2 31.4)"
"2018-02-25","59","POINT(-96.1 31.4)"
"2018-02-25","59","POINT(-95.7 31.4)"
"2018-02-25","23","POINT(-95.2 31.4)"
"2018-02-25","23","POINT(-94.1 31.4)"
"2018-02-25","50","POINT(-93.9 31.4)"
"2018-02-25","29","POINT(-93.8 31.4)"
"2018-02-25","31","POINT(-93.5 31.4)"
"2018-02-25","45","POINT(-93.4 31.4)"
"2018-02-25","31","POINT(-93.3 31.4)"
"2018-02-25","48","POINT(-93.2 31.4)"
"2018-02-25","25","POINT(-93.1 31.4)"
"2018-02-25","35","POINT(-95 31.2)"
"2018-02-25","31","POINT(-94 31.2)"
"2018-02-25","33","POINT(-93 31.2)"
"2018-02-25","42","POINT(-96.6 31.2)"
"2018-02-25","45","POINT(-96.5 31.2)"
"2018-02-25","29","POINT(-96.4 31.2)"
"2018-02-25","31","POINT(-96.3 31.2)"
"2018-02-25","82","POINT(-95.9 31.2)"
"2018-02-25","38","POINT(-95.6 31.2)"
"2018-02-25","74","POINT(-95.5 31.2)"
"2018-02-25","28","POINT(-95.4 31.2)"
"2018-02-25","28","POINT(-95.3 31.2)"
"2018-02-25","23","POINT(-95.1 31.2)"
"2018-02-25","33","POINT(-94.9 31.2)"
"2018-02-25","28","POINT(-94.5 31.5)"
"2018-02-25","34","POINT(-94.4 31.5)"
"2018-02-25","25","POINT(-92.9 31.5)"
"2018-02-25","43","POINT(-95.4 31.6)"
"2018-02-25","23","POINT(-95.2 31.3)"
"2018-02-25","45","POINT(-94.2 31.3)"
"2018-02-25","43","POINT(-94.1 31.3)"
"2018-02-25","23","POINT(-93.9 31.3)"
"2018-02-25","25","POINT(-93.7 31.3)"
"2018-02-25","29","POINT(-93.6 31.3)"
"2018-02-25","56","POINT(-93.5 31.3)"
"2018-02-25","26","POINT(-93.1 31.3)"
"2018-02-25","41","POINT(-97 31.5)"
"2018-02-25","34","POINT(-93 31.5)"
"2018-02-25","38","POINT(-95.6 31.5)"
"2018-02-25","29","POINT(-95.5 31.5)"
"2018-02-25","32","POINT(-93.7 31.9)"
"2018-02-25","36","POINT(-92.8 31.6)"
"2018-02-25","25","POINT(-91.3 34.6)"
"2018-02-25","23","POINT(-91 34.6)"
"2018-02-25","45","POINT(-90.9 34.6)"
"2018-02-25","32","POINT(-91.1 34.7)"
"2018-02-25","25","POINT(-90.8 34.7)"
"2018-02-25","41","POINT(-91 34.8)"
"2018-02-25","35","POINT(-91.1 34.8)"
"2018-02-25","33","POINT(-90.7 34.8)"
"2018-02-25","29","POINT(-90.6 34.8)"
"2018-02-25","23","POINT(-88 34.9)"
"2018-02-25","23","POINT(-91.1 34.9)"
"2018-02-25","50","POINT(-90 35.4)"
"2018-02-25","43","POINT(-90.6 35.4)"
"2018-02-25","49","POINT(-90.8 35.1)"
"2018-02-25","43","POINT(-90.7 35.1)"
"2018-02-25","26","POINT(-90.5 35.1)"
"2018-02-25","25","POINT(-90.2 35.1)"
"2018-02-25","32","POINT(-90.7 35.2)"
"2018-02-25","100","POINT(-90.6 35.2)"
"2018-02-25","77","POINT(-90.5 35.2)"
"2018-02-25","32","POINT(-90.4 35.2)"
"2018-02-25","40","POINT(-90.3 35.2)"
"2018-02-25","29","POINT(-90.1 35.2)"
"2018-02-25","23","POINT(-87.3 35.2)"
"2018-02-25","33","POINT(-89.8 35.5)"
"2018-02-25","38","POINT(-90.1 35.6)"
"2018-02-25","23","POINT(-89.9 35.6)"
"2018-02-25","28","POINT(-89.8 35.6)"
"2018-02-25","37","POINT(-90 35.3)"
"2018-02-25","41","POINT(-90.6 35.3)"
"2018-02-25","107","POINT(-90.5 35.3)"
"2018-02-25","109","POINT(-90.4 35.3)"
"2018-02-25","45","POINT(-90.3 35.3)"
"2018-02-25","35","POINT(-90.1 35.3)"
"2018-02-25","36","POINT(-89.5 35.8)"
"2018-02-25","28","POINT(-89.4 35.8)"
"2018-02-25","34","POINT(-89.3 35.9)"
"2018-02-25","29","POINT(-89.2 35.9)"
"2018-02-25","33","POINT(-90.5 35.4)"
"2018-02-25","52","POINT(-90.4 35.4)"
"2018-02-25","72","POINT(-90.3 35.4)"
"2018-02-25","44","POINT(-90.2 35.4)"
"2018-02-25","34","POINT(-90.1 35.4)"
"2018-02-25","52","POINT(-89.9 35.4)"
"2018-02-25","45","POINT(-90.4 35.5)"
"2018-02-25","26","POINT(-90.3 35.5)"
"2018-02-25","66","POINT(-90.1 35.5)"
"2018-02-25","33","POINT(-90 36.2)"
"2018-02-25","31","POINT(-88 36.2)"
"2018-02-25","37","POINT(-89.9 36.2)"
"2018-02-25","43","POINT(-89.8 36.2)"
"2018-02-25","28","POINT(-88.2 36.2)"
"2018-02-25","48","POINT(-88.1 36.2)"
"2018-02-25","26","POINT(-87.9 36.2)"
"2018-02-25","36","POINT(-88 36.3)"
"2018-02-25","45","POINT(-90.1 35.7)"
"2018-02-25","56","POINT(-89.9 35.7)"
"2018-02-25","36","POINT(-89.8 35.7)"
"2018-02-25","25","POINT(-88.6 35.7)"
"2018-02-25","25","POINT(-88.2 36.4)"
"2018-02-25","28","POINT(-88.1 36.4)"
"2018-02-25","50","POINT(-87.9 36.4)"
"2018-02-25","47","POINT(-87.8 36.4)"
"2018-02-25","36","POINT(-87.7 36.4)"
"2018-02-25","41","POINT(-87.6 36.4)"
"2018-02-25","28","POINT(-87.6 36.5)"
"2018-02-25","35","POINT(-90 36.1)"
"2018-02-25","63","POINT(-90.1 36.1)"
"2018-02-25","26","POINT(-86.7 36.9)"
"2018-02-25","47","POINT(-89.7 36.6)"
"2018-02-25","33","POINT(-89.9 36.7)"
"2018-02-25","23","POINT(-89.8 36.7)"
"2018-02-25","41","POINT(-89.6 36.7)"
"2018-02-25","41","POINT(-89.6 36.3)"
"2018-02-25","39","POINT(-89.5 36.3)"
"2018-02-25","32","POINT(-89.4 36.3)"
"2018-02-25","45","POINT(-88.2 36.3)"
"2018-02-25","54","POINT(-88.1 36.3)"
"2018-02-25","34","POINT(-87.9 36.3)"
"2018-02-25","25","POINT(-87.8 36.3)"
"2018-02-25","31","POINT(-88 36.4)"
"2018-02-25","50","POINT(-89.1 37.4)"
"2018-02-25","121","POINT(-88.9 37.4)"
"2018-02-25","34","POINT(-88.8 37.4)"
"2018-02-25","54","POINT(-89.5 36.7)"
"2018-02-25","69","POINT(-89.9 36.8)"
"2018-02-25","157","POINT(-89.8 36.8)"
"2018-02-25","70","POINT(-89.7 36.8)"
"2018-02-25","41","POINT(-89.4 36.8)"
"2018-02-25","28","POINT(-88.1 36.8)"
"2018-02-25","51","POINT(-89 36.9)"
"2018-02-25","70","POINT(-89.8 36.9)"
"2018-02-25","120","POINT(-89.7 36.9)"
"2018-02-25","33","POINT(-89.6 36.9)"
"2018-02-25","51","POINT(-88.9 36.9)"
"2018-02-25","25","POINT(-88.8 36.9)"
"2018-02-25","25","POINT(-87.2 37.7)"
"2018-02-25","23","POINT(-89.8 37.1)"
"2018-02-25","31","POINT(-89.7 37.1)"
"2018-02-25","47","POINT(-89.6 37.1)"
"2018-02-25","71","POINT(-89.5 37.1)"
"2018-02-25","39","POINT(-89.4 37.1)"
"2018-02-25","26","POINT(-89.3 37.1)"
"2018-02-25","26","POINT(-89.1 37.1)"
"2018-02-25","31","POINT(-89.6 37.2)"
"2018-02-25","33","POINT(-89.5 37.2)"
"2018-02-25","32","POINT(-89.4 37.2)"
"2018-02-25","65","POINT(-89.3 37.2)"
"2018-02-25","79","POINT(-89 37.3)"
"2018-02-25","31","POINT(-89.5 37.3)"
"2018-02-25","49","POINT(-89.2 37.3)"
"2018-02-25","106","POINT(-89.1 37.3)"
"2018-02-25","109","POINT(-89 37.4)"
"2018-02-25","28","POINT(-88.8 37.5)"
"2018-02-25","67","POINT(-88.7 37.5)"
"2018-02-25","38","POINT(-88.5 37.5)"
"2018-02-25","26","POINT(-88.5 37.6)"
"2018-02-25","33","POINT(-87.4 37.6)"
"2018-02-25","45","POINT(-88.6 37.7)"
"2018-02-25","25","POINT(-86.4 38.1)"
"2018-02-25","42","POINT(-86.3 38.1)"
"2018-02-25","34","POINT(-88.5 37.8)"
"2018-02-25","33","POINT(-88.1 38.1)"
"2018-02-26","89","POINT(-91 30)"
"2018-02-26","38","POINT(-93.2 30)"
"2018-02-26","36","POINT(-93.1 30)"
"2018-02-26","66","POINT(-92.8 30)"
"2018-02-26","111","POINT(-92.7 30)"
"2018-02-26","163","POINT(-92.6 30)"
"2018-02-26","92","POINT(-92.5 30)"
"2018-02-26","44","POINT(-92.4 30)"
"2018-02-26","42","POINT(-91.9 30)"
"2018-02-26","105","POINT(-91.8 30)"
"2018-02-26","84","POINT(-91.7 30)"
"2018-02-26","78","POINT(-91.6 30)"
"2018-02-26","280","POINT(-91.5 30)"
"2018-02-26","595","POINT(-91.4 30)"
"2018-02-26","693","POINT(-91.3 30)"
"2018-02-26","549","POINT(-91.2 30)"
"2018-02-26","267","POINT(-91.1 30)"
"2018-02-26","48","POINT(-90.9 30)"
"2018-02-26","28","POINT(-96.8 27)"
"2018-02-26","34","POINT(-96.3 27)"
"2018-02-26","62","POINT(-96.2 27)"
"2018-02-26","37","POINT(-76 32)"
"2018-02-26","44","POINT(-98 26.5)"
"2018-02-26","35","POINT(-97.9 26.6)"
"2018-02-26","23","POINT(-97.7 27.1)"
"2018-02-26","39","POINT(-96.5 27.1)"
"2018-02-26","45","POINT(-95.2 27.5)"
"2018-02-26","220","POINT(-94.8 27.5)"
"2018-02-26","40","POINT(-95.2 27.6)"
"2018-02-26","43","POINT(-94.8 27.6)"
"2018-02-26","25","POINT(-97.6 26.7)"
"2018-02-26","182","POINT(-97.3 26.7)"
"2018-02-26","343","POINT(-97.2 26.7)"
"2018-02-26","105","POINT(-97.1 26.7)"
"2018-02-26","42","POINT(-97 26.8)"
"2018-02-26","49","POINT(-97.3 26.8)"
"2018-02-26","80","POINT(-97.2 26.8)"
"2018-02-26","133","POINT(-97.1 26.8)"
"2018-02-26","57","POINT(-96.9 26.9)"
"2018-02-26","53","POINT(-96.8 26.9)"
"2018-02-26","35","POINT(-96.3 26.9)"
"2018-02-26","70","POINT(-93.3 29.3)"
"2018-02-26","58","POINT(-93.2 29.3)"
"2018-02-26","29","POINT(-93.1 29.3)"
"2018-02-26","106","POINT(-93 29.4)"
"2018-02-26","51","POINT(-93.5 29.4)"
"2018-02-26","142","POINT(-93.4 29.4)"
"2018-02-26","298","POINT(-93.3 29.4)"
"2018-02-26","346","POINT(-93.2 29.4)"
"2018-02-26","218","POINT(-93.1 29.4)"
"2018-02-26","113","POINT(-92.9 29.4)"
"2018-02-26","53","POINT(-92.8 29.4)"
"2018-02-26","45","POINT(-92.7 29.4)"
"2018-02-26","74","POINT(-92.6 29.4)"
"2018-02-26","76","POINT(-95.3 27.3)"
"2018-02-26","34","POINT(-95.2 27.3)"
"2018-02-26","38","POINT(-95.1 27.3)"
"2018-02-26","29","POINT(-94.7 27.3)"
"2018-02-26","31","POINT(-95.2 27.4)"
"2018-02-26","28","POINT(-94.8 27.4)"
"2018-02-26","45","POINT(-94.7 27.4)"
"2018-02-26","29","POINT(-96.8 27.5)"
"2018-02-26","38","POINT(-95.3 27.5)"
"2018-02-26","122","POINT(-92.2 29.4)"
"2018-02-26","25","POINT(-92.1 29.4)"
"2018-02-26","29","POINT(-93.1 29.5)"
"2018-02-26","49","POINT(-93.5 29.6)"
"2018-02-26","46","POINT(-93.4 29.6)"
"2018-02-26","61","POINT(-93.3 29.6)"
"2018-02-26","29","POINT(-93.2 29.6)"
"2018-02-26","23","POINT(-93.8 29.3)"
"2018-02-26","31","POINT(-93.7 29.3)"
"2018-02-26","40","POINT(-93.6 29.3)"
"2018-02-26","33","POINT(-93.4 29.3)"
"2018-02-26","102","POINT(-93 29.7)"
"2018-02-26","33","POINT(-93.6 29.7)"
"2018-02-26","125","POINT(-93.5 29.7)"
"2018-02-26","135","POINT(-93.4 29.7)"
"2018-02-26","102","POINT(-93.3 29.7)"
"2018-02-26","82","POINT(-93.2 29.7)"
"2018-02-26","91","POINT(-93.1 29.7)"
"2018-02-26","101","POINT(-92.9 29.7)"
"2018-02-26","114","POINT(-92.8 29.7)"
"2018-02-26","239","POINT(-92.7 29.7)"
"2018-02-26","243","POINT(-92.6 29.7)"
"2018-02-26","139","POINT(-92.5 29.7)"
"2018-02-26","51","POINT(-92.4 29.7)"
"2018-02-26","31","POINT(-92.3 29.7)"
"2018-02-26","25","POINT(-92.2 29.7)"
"2018-02-26","246","POINT(-93 29.8)"
"2018-02-26","59","POINT(-92 29.8)"
"2018-02-26","26","POINT(-93.4 29.8)"
"2018-02-26","52","POINT(-93.3 29.8)"
"2018-02-26","79","POINT(-93.2 29.8)"
"2018-02-26","158","POINT(-93.1 29.8)"
"2018-02-26","348","POINT(-92.9 29.8)"
"2018-02-26","308","POINT(-92.8 29.8)"
"2018-02-26","368","POINT(-92.7 29.8)"
"2018-02-26","540","POINT(-92.6 29.8)"
"2018-02-26","618","POINT(-92.5 29.8)"
"2018-02-26","489","POINT(-92.4 29.8)"
"2018-02-26","368","POINT(-92.3 29.8)"
"2018-02-26","204","POINT(-92.2 29.8)"
"2018-02-26","87","POINT(-92.1 29.8)"
"2018-02-26","42","POINT(-91.9 29.8)"
"2018-02-26","47","POINT(-91.8 29.8)"
"2018-02-26","83","POINT(-91.7 29.8)"
"2018-02-26","116","POINT(-91.6 29.8)"
"2018-02-26","55","POINT(-91.5 29.8)"
"2018-02-26","36","POINT(-91.4 29.8)"
"2018-02-26","34","POINT(-93 29.9)"
"2018-02-26","139","POINT(-92 29.9)"
"2018-02-26","62","POINT(-91 29.9)"
"2018-02-26","111","POINT(-92.5 29.4)"
"2018-02-26","130","POINT(-92.4 29.4)"
"2018-02-26","124","POINT(-92.3 29.4)"
"2018-02-26","188","POINT(-92.8 29.9)"
"2018-02-26","206","POINT(-92.7 29.9)"
"2018-02-26","96","POINT(-92.6 29.9)"
"2018-02-26","68","POINT(-92.5 29.9)"
"2018-02-26","72","POINT(-92.4 29.9)"
"2018-02-26","69","POINT(-92.3 29.9)"
"2018-02-26","63","POINT(-92.2 29.9)"
"2018-02-26","67","POINT(-92.1 29.9)"
"2018-02-26","227","POINT(-91.9 29.9)"
"2018-02-26","273","POINT(-91.8 29.9)"
"2018-02-26","337","POINT(-91.7 29.9)"
"2018-02-26","409","POINT(-91.6 29.9)"
"2018-02-26","488","POINT(-91.5 29.9)"
"2018-02-26","514","POINT(-91.4 29.9)"
"2018-02-26","383","POINT(-91.3 29.9)"
"2018-02-26","201","POINT(-91.2 29.9)"
"2018-02-26","178","POINT(-91.1 29.9)"
"2018-02-26","51","POINT(-90.9 29.9)"
"2018-02-26","31","POINT(-93 30.1)"
"2018-02-26","59","POINT(-91 30.1)"
"2018-02-26","36","POINT(-93.1 30.1)"
"2018-02-26","49","POINT(-92.7 30.1)"
"2018-02-26","36","POINT(-92.6 30.1)"
"2018-02-26","25","POINT(-91.9 30.1)"
"2018-02-26","84","POINT(-91.4 30.1)"
"2018-02-26","154","POINT(-91.3 30.1)"
"2018-02-26","190","POINT(-91.2 30.1)"
"2018-02-26","129","POINT(-91.1 30.1)"
"2018-02-26","57","POINT(-90.9 30.1)"
"2018-02-26","48","POINT(-90.8 30.1)"
"2018-02-26","40","POINT(-90.7 30.1)"
"2018-02-26","86","POINT(-93 30.2)"
"2018-02-26","132","POINT(-92.9 30.2)"
"2018-02-26","69","POINT(-92.8 30.2)"
"2018-02-26","88","POINT(-92.7 30.2)"
"2018-02-26","47","POINT(-92.6 30.2)"
"2018-02-26","53","POINT(-92.4 30.2)"
"2018-02-26","43","POINT(-91.8 30.2)"
"2018-02-26","37","POINT(-91.7 30.2)"
"2018-02-26","35","POINT(-91.6 30.2)"
"2018-02-26","29","POINT(-91.2 30.2)"
"2018-02-26","33","POINT(-91.1 30.2)"
"2018-02-26","34","POINT(-90.9 30.2)"
"2018-02-26","68","POINT(-90.8 30.2)"
"2018-02-26","100","POINT(-90.7 30.2)"
"2018-02-26","46","POINT(-90.6 30.2)"
"2018-02-26","37","POINT(-90.5 30.2)"
"2018-02-26","28","POINT(-92 30.3)"
"2018-02-26","35","POINT(-91 30.3)"
"2018-02-26","51","POINT(-90 30.3)"
"2018-02-26","77","POINT(-92.8 30.3)"
"2018-02-26","178","POINT(-92.7 30.3)"
"2018-02-26","290","POINT(-92.6 30.3)"
"2018-02-26","281","POINT(-92.5 30.3)"
"2018-02-26","110","POINT(-92.4 30.3)"
"2018-02-26","84","POINT(-92.3 30.3)"
"2018-02-26","53","POINT(-92.2 30.3)"
"2018-02-26","44","POINT(-92.1 30.3)"
"2018-02-26","29","POINT(-91.9 30.3)"
"2018-02-26","41","POINT(-91.8 30.3)"
"2018-02-26","48","POINT(-91.6 30.3)"
"2018-02-26","81","POINT(-91.5 30.3)"
"2018-02-26","47","POINT(-91.4 30.3)"
"2018-02-26","32","POINT(-91.2 30.3)"
"2018-02-26","28","POINT(-90.9 30.3)"
"2018-02-26","35","POINT(-93.2 29.9)"
"2018-02-26","42","POINT(-92.9 29.9)"
"2018-02-26","39","POINT(-90.6 30.3)"
"2018-02-26","46","POINT(-90.5 30.3)"
"2018-02-26","59","POINT(-90.4 30.3)"
"2018-02-26","39","POINT(-92 30.4)"
"2018-02-26","54","POINT(-91 30.4)"
"2018-02-26","29","POINT(-90 30.4)"
"2018-02-26","23","POINT(-92.5 30.4)"
"2018-02-26","37","POINT(-92.4 30.4)"
"2018-02-26","82","POINT(-92.3 30.4)"
"2018-02-26","76","POINT(-92.2 30.4)"
"2018-02-26","52","POINT(-92.1 30.4)"
"2018-02-26","43","POINT(-91.9 30.4)"
"2018-02-26","31","POINT(-91.8 30.4)"
"2018-02-26","40","POINT(-91.7 30.4)"
"2018-02-26","56","POINT(-91.6 30.4)"
"2018-02-26","72","POINT(-91.5 30.4)"
"2018-02-26","94","POINT(-91.4 30.4)"
"2018-02-26","104","POINT(-91.3 30.4)"
"2018-02-26","59","POINT(-91.2 30.4)"
"2018-02-26","72","POINT(-91.1 30.4)"
"2018-02-26","69","POINT(-90.9 30.4)"
"2018-02-26","65","POINT(-90.8 30.4)"
"2018-02-26","46","POINT(-90.7 30.4)"
"2018-02-26","62","POINT(-90.6 30.4)"
"2018-02-26","59","POINT(-90.5 30.4)"
"2018-02-26","64","POINT(-90.4 30.4)"
"2018-02-26","28","POINT(-90.3 30.4)"
"2018-02-26","37","POINT(-90.1 30.4)"
"2018-02-26","28","POINT(-89.9 30.4)"
"2018-02-26","37","POINT(-89.8 30.4)"
"2018-02-26","25","POINT(-92 30.5)"
"2018-02-26","63","POINT(-91 30.5)"
"2018-02-26","63","POINT(-90 30.5)"
"2018-02-26","39","POINT(-91 30.2)"
"2018-02-26","25","POINT(-92.6 30.5)"
"2018-02-26","32","POINT(-92.5 30.5)"
"2018-02-26","33","POINT(-92.4 30.5)"
"2018-02-26","25","POINT(-91.7 30.5)"
"2018-02-26","41","POINT(-91.6 30.5)"
"2018-02-26","34","POINT(-91.5 30.5)"
"2018-02-26","31","POINT(-91.4 30.5)"
"2018-02-26","28","POINT(-91.3 30.5)"
"2018-02-26","41","POINT(-91.2 30.5)"
"2018-02-26","65","POINT(-91.1 30.5)"
"2018-02-26","33","POINT(-90.8 30.5)"
"2018-02-26","32","POINT(-90.7 30.5)"
"2018-02-26","34","POINT(-90.6 30.5)"
"2018-02-26","28","POINT(-90.3 30.5)"
"2018-02-26","32","POINT(-89.9 30.5)"
"2018-02-26","35","POINT(-90.8 30.3)"
"2018-02-26","57","POINT(-90.7 30.3)"
"2018-02-26","32","POINT(-89.4 30.5)"
